939172681|AA|CCRN|Critical Care Registered Nurse|1|4|7|30|335:4
1145046228|MMI|5.18|Empowered|C0562342|[menp]|["enables"-tx-1-"enables"-verb-0]|TX|706/7|
1145046228|MMI|5.18|Enabling|C1171285|[menp]|["enables"-tx-1-"enables"-verb-0]|TX|706/7|
1145046228|MMI|5.18|Neoplasms|C0027651|[neop]|["Oncology"-tx-1-"oncology"-noun-0]|TX|1257/8|C04
1145046228|MMI|5.18|Provide (product)|C0359589|[food]|["provides"-tx-1-"provides"-verb-0]|TX|927/8|
1145046228|MMI|5.18|Pulmonary:-:Point in time:^Patient:-|C2707265|[clna]|["Pulmonary"-tx-1-"pulmonary"-adj-0]|TX|1283/9|
1145046228|MMI|5.18|obesity in diabetes|C2945676|[fndg]|["obesity diabetes"-tx-1-"obesity/diabetes"-noun-0]|TX|1298/16|
1145046228|MMI|5.18|oncology field|C0278627|[bmod]|["Oncology"-tx-1-"oncology"-noun-0]|TX|1257/8|
1145046228|MMI|3.60|Observation Method - algorithm|C1553907|[lbpr]|["algorithm"-tx-1-"algorithm"-noun-0]|TX|354/9|
1145046228|MMI|3.59|Volume Measurement|C2700258|[lbpr]|["Volume"-tx-1-"volume"-noun-0]|TX|896/6|
1145046228|MMI|3.54|bony process|C1184743|[bpoc]|["Process"-tx-1-"process"-noun-0]|TX|46/7|
1145046228|MMI|3.53|Experimental Result|C2825142|[fndg]|["Result"-tx-1-"results"-noun-0]|TX|664/7|
1145046228|MMI|3.46|Exposure to|C0332157|[clna]|["Exposure"-tx-1-"exposure"-noun-0]|TX|327/8|
1145046228|MMI|3.45|Laboratory Procedures|C0022885|[lbpr]|["Test"-tx-1-"test"-noun-0]|TX|907/4|
1145046228|MMI|3.45|Test Result|C0456984|[fndg]|["Test"-tx-1-"test"-noun-0]|TX|907/4|
1145046228|MMI|3.43|Chemiluminescence assay|C0201709|[lbpr]|["Chemiluminescent Assay"-tx-1-"chemiluminescent assay"-noun-0]|TX|417/22|
1145046228|MMI|3.43|High resolution|C1719039|[lbpr]|["High resolution"-tx-1-"high resolution"-adj-0]|TX|377/15|
1145046228|MMI|3.42|Compact Pattern|C1333134|[fndg]|["Compact"-tx-1-"compact"-adj-0]|TX|611/7|
1145046228|MMI|3.42|Optics|C0029144|[ocdi]|["Optics"-tx-1-"optics"-noun-0]|TX|283/6|
1234262994|MMI|9.77|Health Personnel|C0018724|[prog]|["health professionals"-tx-1-"health professionals"-noun-0]|TX|40/20|M01.526.485;N02.360
1234262994|MMI|6.94|Medical service|C0199168|[hlca]|["Medical"-tx-1-"Medical"-adj-0,"Medical"-tx-1-"medical"-adj-0]|TX|11/7;161/7|
1234262994|MMI|3.46|Health Professional|C1704312|[prog]|["Health professionals"-tx-1-"health professionals"-noun-0]|TX|40/20|
1234262994|MMI|3.44|free time|C0683585|[dora]|["free time"-tx-1-"Free time"-noun-0]|TX|141/9|
1336973496|MMI|427.69|Sleep|C0037313|[orgf]|["Sleep"-tx-12-"sleep"-noun-0,"Sleep"-tx-11-"sleep"-noun-0,"Sleep"-tx-8-"Sleep"-noun-0,"Sleep"-tx-8-"sleep"-noun-0,"Sleep"-tx-7-"Sleep"-noun-0,"Sleep"-tx-7-"sleep"-noun-0,"Sleep"-tx-7-"sleep"-verb-0,"Sleep"-tx-6-"sleep"-noun-0,"Sleep"-tx-5-"Sleep"-noun-0,"Sleep"-tx-4-"sleep"-noun-0,"Sleep"-tx-3-"sleep"-noun-0,"Sleep"-tx-2-"sleep"-noun-0,"Sleep"-tx-1-"Sleep"-noun-0,"Sleep"-tx-1-"sleep"-noun-0,"Sleeping"-tx-1-"sleeping"-noun-0]|TX|2232/5;2069/5;1476/5;[1546/5],[1582/5],[1666/5];1355/5;[1403/5],[1426/5];[1403/5],[1426/5];1331/5;1246/5;1113/5;960/5;915/5;70/5;[199/5],[298/5],[365/5],[435/5],[527/5],[746/5];485/8|F02.830.855;G11.561.600.815
1336973496|MMI|23.13|Physicians|C0031831|[prog]|["Doctor"-tx-8-"doctor"-noun-0,"Doctor"-tx-1-"doctor"-noun-0]|TX|1656/6;[189/6],[425/6]|M01.526.485.810;N02.360.810
1336973496|MMI|22.95|Transjugular intrahepatic portosystemic shunt procedure|C0339897|[topp]|["TIPS"-tx-7-"Tips"-noun-0,"TIPS"-tx-7-"tips"-noun-0]|TX|1361/4;1371/4|E04.035.760.795;E04.100.814.868.937.830
1336973496|MMI|17.95|Health Personnel|C0018724|[prog]|["Providers, Healthcare"-tx-11-"healthcare providers"-noun-0,"Healthcare Provider"-tx-9-"healthcare provider"-noun-0,"healthcare professional"-tx-1-"healthcare professional"-noun-0]|TX|2004/20;1812/19;619/23|M01.526.485;N02.360
1336973496|MMI|17.32|Comprehension|C0162340|[menp]|["Understand"-tx-2-"understand"-verb-0,"Understand"-tx-1-"understand"-verb-0]|TX|873/10;234/10|F02.463.188.357
1336973496|MMI|16.94|Apple|C1095830|[food]|["APPLE"-tx-9-"Apple"-noun-0]|TX|1701/5|B01.650.940.800.575.100.842.500.444
1336973496|MMI|12.37|Vision|C0042789|[orgf]|["see"-tx-11-"see"-verb-0]|TX|2025/3|F02.830.816.964;G02.111.087.800.480.900;G02.149.115.800.480.900;G04.299.880.480.900;G11.561.600.810.964;G14.640.816
1336973496|MMI|12.36|Diagnosis|C0011900|[fndg]|["diagnose"-tx-11-"diagnose"-verb-1,"DIAGNOSIS"-tx-8-"diagnosis"-noun-0,"diagnose"-tx-1-"diagnose"-verb-0]|TX|2096/8;1625/9;[249/8],[664/8]|E01
1336973496|MMI|12.17|Specialist|C1611835|[prog]|["Specialist"-tx-8-"specialist"-noun-0,"Specialist"-tx-1-"specialist"-noun-0]|TX|1672/10;[205/10],[441/10]|H02.811
1336973496|MMI|11.84|Dyssomnias|C0700201|[dsyn]|["Sleep Issue"-tx-1-"sleep issue"-noun-0,"Sleep problem"-tx-1-"sleep problems"-noun-0]|TX|263/11;673/14|C10.886.425;F03.870.400
1336973496|MMI|11.45|Exercise|C0015259|[dora]|["Exercise"-tx-9-"exercise"-noun-0]|TX|1794/8|G11.427.590.530.698.277;I03.350
1336973496|MMI|10.50|Mental Recall|C0034770|[menp]|["Remember"-tx-4-"remember"-verb-0]|TX|1081/8|F02.463.425.540.641
1336973496|MMI|10.49|Personal Attribute|C1519021|[orga]|["Personal"-tx-10-"personal"-adj-0,"Personal"-tx-8-"personal"-adj-0,"Personal"-tx-3-"personal"-adj-0,"Personal"-tx-1-"personal"-adj-0]|TX|1939/8;1537/8;1009/8;[356/8],[788/8]|
1336973496|MMI|9.59|Hearing|C0018767|[phsf]|["hear"-tx-1-"hear"-verb-1]|TX|557/4|F02.830.816.263;G11.561.600.810.263
1336973496|MMI|9.46|Sleeplessness|C0917801|[sosy]|["INSOMNIA"-tx-1-"insomnia"-noun-0]|TX|693/8|C10.886.425.800.800;F03.870.400.800.800
1336973496|MMI|8.71|Reporting|C0700287|[hlca]|["Report"-tx-8-"Report"-noun-0,"Report"-tx-8-"report"-verb-0,"Report"-tx-1-"report"-noun-0]|TX|1482/6;1552/6;[371/6],[413/6]|
1336973496|MMI|8.64|Sleep Disorders|C0851578|[dsyn]|["Sleep Issue"-tx-1-"sleep issue"-noun-0]|TX|263/11|C10.886;C23.888.592.796;F03.870
1336973496|MMI|7.70|Activities of Daily Living (activity)|C0001288|[dora]|["Daily Activity"-tx-3-"daily activity"-noun-0]|TX|981/14|E02.831.067;I03.050;N02.421.784.110
1336973496|MMI|7.64|Set (Psychology)|C0036849|[menp]|["Set"-tx-4-"Set"-adj-0]|TX|1048/3|F02.463.425.838
1336973496|MMI|6.78|Back|C0004600|[blor]|["BACK"-tx-7-"back"-adj-0]|TX|1418/4|A01.923.176
1336973496|MMI|6.55|Hospital specialist|C0087009|[prog]|["Specialist"-tx-8-"specialist"-noun-0,"Specialist"-tx-1-"specialist"-noun-0]|TX|1672/10;[205/10],[441/10]|
1336973496|MMI|6.55|Specialist Physician|C2348234|[prog]|["Specialist"-tx-8-"specialist"-noun-0,"Specialist"-tx-1-"specialist"-noun-0]|TX|1672/10;[205/10],[441/10]|
1336973496|MMI|6.37|Data call receiving device|C3245479|[medd]|["data"-tx-10-"data"-noun-0,"data"-tx-9-"data"-noun-0,"data"-tx-1-"data"-noun-0]|TX|1867/4;1717/4;282/4|
1336973496|MMI|4.92|Emotions|C0013987|[menp]|["feel"-tx-11-"feel"-verb-1]|TX|2037/4|F01.470
1336973496|MMI|4.22|Experimental Result|C2825142|[fndg]|["Result"-tx-3-"Results"-verb-0,"Result"-tx-3-"results"-noun-0]|TX|922/7;1018/7|
1336973496|MMI|4.10|Alarm device|C0336648|[medd]|["Alarm"-tx-5-"Alarm"-noun-0,"Alarm"-tx-5-"alarm"-noun-0]|TX|1155/5;1183/5|
1336973496|MMI|4.10|Alarm reaction|C0542180|[menp]|["ALARM"-tx-5-"Alarm"-noun-0,"ALARM"-tx-5-"alarm"-noun-0]|TX|1155/5;1183/5|
1336973496|MMI|4.07|Day 7|C3842672|[fndg]|["Day 7"-tx-1-"7 days"-noun-0]|TX|[329/6],[756/6]|
1336973496|MMI|3.06|Back structure, excluding neck|C1995000|[blor]|["Back, NOS"-tx-7-"back"-adj-0]|TX|1418/4|
1336973496|MMI|3.06|Back structure, including back of neck|C0460009|[blor]|["Back"-tx-7-"back"-adj-0]|TX|1418/4|
1336973496|MMI|3.06|Experience|C0596545|[menp]|["experiences"-tx-10-"experiences"-verb-0]|TX|1948/11|
1336973496|MMI|3.06|Logarithm|C2986775|[ocac]|["log"-tx-5-"log"-verb-0]|TX|1237/3|
1336973496|MMI|3.06|Practice Experience|C0237607|[menp]|["experience"-tx-10-"experiences"-verb-0]|TX|1948/11|
1336973496|MMI|3.06|Reminding|C0557033|[topp]|["reminded"-tx-6-"reminded"-verb-0]|TX|1308/8|
1336973496|MMI|3.06|Take|C1515187|[hlca]|["Take"-tx-1-"Take"-verb-0]|TX|403/4|
1336973496|MMI|2.25|Readiness|C1318963|[fndg]|["Readiness"-tx-1-"ready"-adj-0]|TX|39/5|
1336973496|MMI|2.15|HEAR - answer to question|C3833465|[fndg]|["HEAR"-tx-1-"hear"-verb-1]|TX|557/4|
1336973496|MMI|2.14|Exercise Pain Management|C1522704|[topp]|["Exercise"-tx-9-"exercise"-noun-0]|TX|1794/8|
1336973496|MMI|2.13|daily activities|C0871707|[dora]|["daily activities"-tx-1-"daily activities"-noun-0]|TX|308/16|
1336973496|MMI|2.13|wake ups|C1170730|[orch,phsu]|["wake up"-tx-5-"Wake up"-noun-0]|TX|1168/7|
1336973496|MMI|2.12|Waking|C0442696|[phsf]|["Waking"-tx-7-"waking"-noun-0]|TX|1438/6|
1336973496|MMI|2.11|free time|C0683585|[dora]|["free time"-tx-11-"free time"-noun-0]|TX|2177/4,2196/4|
1336973496|MMI|2.11|Administration procedure|C1533734|[topp]|["Treatment"-tx-8-"treatment"-noun-0]|TX|1639/9|
1336973496|MMI|2.11|Therapeutic procedure|C0087111|[topp]|["Treatment"-tx-8-"treatment"-noun-0]|TX|1639/9|E02
1336973496|MMI|2.11|treatment - ActInformationManagementReason|C3887704|[hlca]|["treatment"-tx-8-"treatment"-noun-0]|TX|1639/9|
1336973496|MMI|2.10|Insight|C0233820|[menp]|["Insight"-tx-1-"insight"-noun-0]|TX|770/7|
1336973496|MMI|2.09|Health Professional|C1704312|[prog]|["Healthcare professional"-tx-1-"healthcare professional"-noun-0]|TX|619/23|
1336973496|MMI|2.05|Apple Flavor|C0475653|[food]|["APPLE"-tx-9-"Apple"-noun-0]|TX|1701/5|
1336973496|MMI|2.05|Apple extract|C3257517|[orch]|["apple"-tx-9-"Apple"-noun-0]|TX|1701/5|
1336973496|MMI|2.05|Asleep|C0424522|[fndg]|["Sleeping"-tx-1-"sleeping"-noun-0]|TX|485/8|
1336973496|MMI|2.05|Today|C0310367|[antb,orch]|["Today"-tx-2-"Today"-noun-0]|TX|813/5|
1336973496|MMI|2.03|Sleep behavior finding|C0474396|[fndg]|["Sleep pattern"-tx-1-"sleep patterns"-noun-0]|TX|797/14|
1336973496|MMI|2.02|Limited Walking Ability|C2674459|[fndg]|["Limited"-tx-11-"limited"-adj-0]|TX|2188/7|
1336973496|MMI|2.02|Neuropsychologist - Clinical|C1553058|[prog]|["Clinical"-tx-1-"clinical"-adj-0]|TX|572/8|
1336973496|MMI|2.02|Psychologist - Clinical|C0237412|[prog]|["Clinical"-tx-1-"clinical"-adj-0]|TX|572/8|
1336973496|MMI|2.02|Social Worker - Clinical|C0497591|[prog]|["Clinical"-tx-1-"clinical"-adj-0]|TX|572/8|
1336973496|MMI|2.02|Activity (animal life circumstance)|C3668946|[fndg]|["Activity"-tx-10-"activity"-noun-0]|TX|1858/8|
1336973496|MMI|2.02|Insomnia Adverse Event|C1963237|[fndg]|["Insomnia"-tx-1-"insomnia"-noun-0]|TX|693/8|
1336973496|MMI|2.02|Physical Activity Measurement|C4049938|[lbpr]|["ACTIVITY"-tx-10-"activity"-noun-0]|TX|1858/8|
1433118657|MMI|32.29|Pregnancy|C0032961|[orgf]|["PREGNANCY"-tx-1-"pregnancy"-noun-0]|TX|[278/9],[637/9]|G08.686.785.760.769
1433118657|MMI|19.35|Pregnancy in Adolescence|C0032968|[fndg]|["Pregnancy, Teen"-tx-1-"pregnancy teen"-noun-0]|TX|6/9,28/4|G08.686.785.760.769.494
1433118657|MMI|16.15|Paracentesis|C0034115|[hlca]|["Tap"-tx-1-"Tap"-noun-0]|TX|105/3|E01.370.225.998.329;E02.309.805;E02.800.550;E04.237.667;E04.665.600;E05.200.998.329
1433118657|MMI|11.49|Infant|C0021270|[aggp]|["babies"-tx-1-"babies"-noun-0]|TX|289/6|M01.060.703
1433118657|MMI|9.89|Health Personnel|C0018724|[prog]|["health professionals"-tx-1-"Health professionals"-noun-0]|TX|716/6,731/13|M01.526.485;N02.360
1433118657|MMI|7.46|Guide device|C0302614|[medd]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[364/5],[518/5];[364/5],[518/5]|
1433118657|MMI|7.46|Professional guide|C0181090|[prog]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[364/5],[518/5];[364/5],[518/5]|
1433118657|MMI|6.91|Pregnancy:History:Point in time:^Patient:Ordinal|C3484365|[clna]|["Pregnancy"-tx-1-"pregnancy"-noun-0]|TX|[278/9],[637/9]|
1433118657|MMI|6.89|Parenting caregiver status|C0518120|[fndg]|["parenting"-tx-1-"parenting"-noun-0]|TX|[163/9],[300/9]|
1433118657|MMI|5.18|Classes - encounter|C4019422|[hlca]|["Classes"-tx-1-"classes"-noun-0]|TX|407/7|
1433118657|MMI|3.68|health information|C0850397|[hlca]|["health information"-tx-1-"health information"-noun-0]|TX|673/18|
1433118657|MMI|3.62|answer questions|C0508431|[topp]|["answer questions"-tx-1-"answers questions"-noun-0]|TX|51/7,67/9|
1433118657|MMI|3.61|Breastfeeding support|C1171181|[hlca]|["Breastfeeding support"-tx-1-"Breastfeeding support"-noun-0]|TX|310/21|
1433118657|MMI|3.58|Health Professional|C1704312|[prog]|["Health professionals"-tx-1-"Health professionals"-noun-0]|TX|716/6,731/13|
1433118657|MMI|3.57|Provider|C1138603|[prog]|["providers"-tx-1-"providers"-noun-0]|TX|616/9|
1433118657|MMI|3.57|Specialty Group|C1552516|[hcro]|["Group"-tx-1-"groups"-verb-0]|TX|419/6|
1433118657|MMI|3.55|Medical service|C0199168|[hlca]|["Medical"-tx-1-"medical"-adj-0]|TX|723/7|
1433118657|MMI|3.47|Older child|C1455726|[aggp]|["Older Child"-tx-1-"older children"-noun-0]|TX|453/14|
1433118657|MMI|3.47|Motherhood|C0337490|[orga]|["Motherhood"-tx-1-"motherhood"-noun-0]|TX|565/10|
1433118657|MMI|3.41|Consortium or Network|C1513822|[prog]|["Network"-tx-1-"network"-noun-0]|TX|121/7|
1433118657|MMI|3.41|Offspring|C0680063|[famg]|["kids"-tx-1-"kids"-noun-0]|TX|99/4|
1232395211|MMI|32.29|Pregnancy|C0032961|[orgf]|["PREGNANCY"-tx-1-"pregnancy"-noun-0]|TX|[267/9],[615/9]|G08.686.785.760.769
1232395211|MMI|19.35|Pregnancy in Adolescence|C0032968|[fndg]|["Pregnancy, Teen"-tx-1-"pregnancy teen"-noun-0]|TX|6/9,28/4|G08.686.785.760.769.494
1232395211|MMI|16.15|Paracentesis|C0034115|[hlca]|["Tap"-tx-1-"Tap"-noun-0]|TX|105/3|E01.370.225.998.329;E02.309.805;E02.800.550;E04.237.667;E04.665.600;E05.200.998.329
1232395211|MMI|11.49|Infant|C0021270|[aggp]|["babies"-tx-1-"babies"-noun-0]|TX|278/6|M01.060.703
1232395211|MMI|7.46|Guide device|C0302614|[medd]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[353/5],[496/5];[353/5],[496/5]|
1232395211|MMI|7.46|Professional guide|C0181090|[prog]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[353/5],[496/5];[353/5],[496/5]|
1232395211|MMI|6.91|Pregnancy:History:Point in time:^Patient:Ordinal|C3484365|[clna]|["Pregnancy"-tx-1-"pregnancy"-noun-0]|TX|[267/9],[615/9]|
1232395211|MMI|6.89|Parenting caregiver status|C0518120|[fndg]|["parenting"-tx-1-"parenting"-noun-0]|TX|[152/9],[289/9]|
1232395211|MMI|5.18|Classes - encounter|C4019422|[hlca]|["Classes"-tx-1-"classes"-noun-0]|TX|396/7|
1232395211|MMI|3.68|health information|C0850397|[hlca]|["health information"-tx-1-"health information"-noun-0]|TX|651/18|
1232395211|MMI|3.62|answer questions|C0508431|[topp]|["answer questions"-tx-1-"answers questions"-noun-0]|TX|51/7,67/9|
1232395211|MMI|3.61|Breastfeeding support|C1171181|[hlca]|["Breastfeeding support"-tx-1-"Breastfeeding support"-noun-0]|TX|299/21|
1232395211|MMI|3.57|Provider|C1138603|[prog]|["providers"-tx-1-"providers"-noun-0]|TX|594/9|
1232395211|MMI|3.57|Specialty Group|C1552516|[hcro]|["Group"-tx-1-"groups"-verb-0]|TX|408/6|
1232395211|MMI|3.56|Medical service|C0199168|[hlca]|["Medical"-tx-1-"medical"-adj-0]|TX|690/7|
1232395211|MMI|3.56|professional occupation status|C0679924|[prog]|["professionals"-tx-1-"professionals"-noun-0]|TX|698/13|
1232395211|MMI|3.47|Older child|C1455726|[aggp]|["Older Child"-tx-1-"older children"-noun-0]|TX|442/14|
1232395211|MMI|3.47|Motherhood|C0337490|[orga]|["Motherhood"-tx-1-"motherhood"-noun-0]|TX|543/10|
1232395211|MMI|3.42|Consortium or Network|C1513822|[prog]|["Network"-tx-1-"network"-noun-0]|TX|121/7|
1232395211|MMI|3.42|Offspring|C0680063|[famg]|["kids"-tx-1-"kids"-noun-0]|TX|99/4|
1395625421|MMI|32.29|Pregnancy|C0032961|[orgf]|["PREGNANCY"-tx-1-"pregnancy"-noun-0]|TX|[269/9],[619/9]|G08.686.785.760.769
1395625421|MMI|19.35|Pregnancy in Adolescence|C0032968|[fndg]|["Pregnancy, Teen"-tx-1-"pregnancy teen"-noun-0]|TX|6/9,28/4|G08.686.785.760.769.494
1395625421|MMI|16.15|Paracentesis|C0034115|[hlca]|["Tap"-tx-1-"Tap"-noun-0]|TX|105/3|E01.370.225.998.329;E02.309.805;E02.800.550;E04.237.667;E04.665.600;E05.200.998.329
1395625421|MMI|11.49|Child|C0008059|[aggp]|["Children"-tx-1-"children"-noun-0]|TX|754/8|M01.060.406
1395625421|MMI|11.49|Infant|C0021270|[aggp]|["babies"-tx-1-"babies"-noun-0]|TX|280/6|M01.060.703
1395625421|MMI|7.46|Guide device|C0302614|[medd]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[355/5],[500/5];[355/5],[500/5]|
1395625421|MMI|7.46|Professional guide|C0181090|[prog]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[355/5],[500/5];[355/5],[500/5]|
1395625421|MMI|7.21|Offspring|C0680063|[famg]|["Children"-tx-1-"children"-noun-0,"kids"-tx-1-"kids"-noun-0]|TX|754/8;99/4|
1395625421|MMI|6.91|Pregnancy:History:Point in time:^Patient:Ordinal|C3484365|[clna]|["Pregnancy"-tx-1-"pregnancy"-noun-0]|TX|[269/9],[619/9]|
1395625421|MMI|6.89|Parenting caregiver status|C0518120|[fndg]|["parenting"-tx-1-"parenting"-noun-0]|TX|[154/9],[291/9]|
1395625421|MMI|5.18|Classes - encounter|C4019422|[hlca]|["Classes"-tx-1-"classes"-noun-0]|TX|398/7|
1395625421|MMI|5.18|health information|C0850397|[hlca]|["health information"-tx-2-"health information"-noun-0]|TX|768/18|
1395625421|MMI|3.62|answer questions|C0508431|[topp]|["answer questions"-tx-1-"answers questions"-noun-0]|TX|51/7,67/9|
1395625421|MMI|3.61|Breastfeeding support|C1171181|[hlca]|["Breastfeeding support"-tx-1-"Breastfeeding support"-noun-0]|TX|301/21|
1395625421|MMI|3.57|Provider|C1138603|[prog]|["providers"-tx-1-"providers"-noun-0]|TX|598/9|
1395625421|MMI|3.57|Specialty Group|C1552516|[hcro]|["Group"-tx-1-"groups"-verb-0]|TX|410/6|
1395625421|MMI|3.56|Medical service|C0199168|[hlca]|["Medical"-tx-2-"medical"-adj-0]|TX|809/7|
1395625421|MMI|3.56|professional occupation status|C0679924|[prog]|["professionals"-tx-2-"professionals"-noun-0]|TX|817/13|
1395625421|MMI|3.47|Older child|C1455726|[aggp]|["Older Child"-tx-1-"older children"-noun-0]|TX|444/14|
1395625421|MMI|3.47|Motherhood|C0337490|[orga]|["Motherhood"-tx-1-"motherhood"-noun-0]|TX|547/10|
1395625421|MMI|3.42|Consortium or Network|C1513822|[prog]|["Network"-tx-1-"network"-noun-0]|TX|121/7|
1251666357|MMI|32.29|Pregnancy|C0032961|[orgf]|["PREGNANCY"-tx-1-"pregnancy"-noun-0]|TX|[266/9],[613/9]|G08.686.785.760.769
1251666357|MMI|19.35|Pregnancy in Adolescence|C0032968|[fndg]|["Pregnancy, Teen"-tx-1-"pregnancy teen"-noun-0]|TX|6/9,28/4|G08.686.785.760.769.494
1251666357|MMI|16.15|Paracentesis|C0034115|[hlca]|["Tap"-tx-1-"Tap"-noun-0]|TX|105/3|E01.370.225.998.329;E02.309.805;E02.800.550;E04.237.667;E04.665.600;E05.200.998.329
1251666357|MMI|11.49|Infant|C0021270|[aggp]|["babies"-tx-1-"babies"-noun-0]|TX|277/6|M01.060.703
1251666357|MMI|7.46|Guide device|C0302614|[medd]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[352/5],[494/5];[352/5],[494/5]|
1251666357|MMI|7.46|Professional guide|C0181090|[prog]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[352/5],[494/5];[352/5],[494/5]|
1251666357|MMI|6.91|Pregnancy:History:Point in time:^Patient:Ordinal|C3484365|[clna]|["Pregnancy"-tx-1-"pregnancy"-noun-0]|TX|[266/9],[613/9]|
1251666357|MMI|6.89|Parenting caregiver status|C0518120|[fndg]|["parenting"-tx-1-"parenting"-noun-0]|TX|[151/9],[288/9]|
1251666357|MMI|5.18|Classes - encounter|C4019422|[hlca]|["Classes"-tx-1-"classes"-noun-0]|TX|395/7|
1251666357|MMI|3.68|health information|C0850397|[hlca]|["health information"-tx-1-"health information"-noun-0]|TX|649/18|
1251666357|MMI|3.62|answer questions|C0508431|[topp]|["answer questions"-tx-1-"answers questions"-noun-0]|TX|51/7,67/9|
1251666357|MMI|3.61|Breastfeeding support|C1171181|[hlca]|["Breastfeeding support"-tx-1-"Breastfeeding support"-noun-0]|TX|298/21|
1251666357|MMI|3.57|Provider|C1138603|[prog]|["providers"-tx-1-"providers"-noun-0]|TX|592/9|
1251666357|MMI|3.57|Specialty Group|C1552516|[hcro]|["Group"-tx-1-"groups"-verb-0]|TX|407/6|
1251666357|MMI|3.56|Medical service|C0199168|[hlca]|["Medical"-tx-1-"medical"-adj-0]|TX|687/7|
1251666357|MMI|3.56|professional occupation status|C0679924|[prog]|["professionals"-tx-1-"professionals"-noun-0]|TX|695/13|
1251666357|MMI|3.47|Older child|C1455726|[aggp]|["Older Child"-tx-1-"older children"-noun-0]|TX|441/14|
1251666357|MMI|3.47|Motherhood|C0337490|[orga]|["Motherhood"-tx-1-"motherhood"-noun-0]|TX|541/10|
1251666357|MMI|3.42|Consortium or Network|C1513822|[prog]|["Network"-tx-1-"network"-noun-0]|TX|121/7|
1251666357|MMI|3.42|Offspring|C0680063|[famg]|["kids"-tx-1-"kids"-noun-0]|TX|99/4|
1072175514|MMI|32.29|Pregnancy|C0032961|[orgf]|["PREGNANCY"-tx-1-"pregnancy"-noun-0]|TX|[273/9],[627/9]|G08.686.785.760.769
1072175514|MMI|19.35|Pregnancy in Adolescence|C0032968|[fndg]|["Pregnancy, Teen"-tx-1-"pregnancy teen"-noun-0]|TX|6/9,28/4|G08.686.785.760.769.494
1072175514|MMI|16.15|Paracentesis|C0034115|[hlca]|["Tap"-tx-1-"Tap"-noun-0]|TX|105/3|E01.370.225.998.329;E02.309.805;E02.800.550;E04.237.667;E04.665.600;E05.200.998.329
1072175514|MMI|11.49|Child|C0008059|[aggp]|["Children"-tx-1-"children"-noun-0]|TX|762/8|M01.060.406
1072175514|MMI|11.49|Infant|C0021270|[aggp]|["babies"-tx-1-"babies"-noun-0]|TX|284/6|M01.060.703
1072175514|MMI|7.46|Guide device|C0302614|[medd]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[359/5],[508/5];[359/5],[508/5]|
1072175514|MMI|7.46|Professional guide|C0181090|[prog]|["Guide"-tx-1-"guide"-noun-0,"Guide"-tx-1-"guide"-verb-0]|TX|[359/5],[508/5];[359/5],[508/5]|
1072175514|MMI|7.21|Offspring|C0680063|[famg]|["Children"-tx-1-"children"-noun-0,"kids"-tx-1-"kids"-noun-0]|TX|762/8;99/4|
1072175514|MMI|6.91|Pregnancy:History:Point in time:^Patient:Ordinal|C3484365|[clna]|["Pregnancy"-tx-1-"pregnancy"-noun-0]|TX|[273/9],[627/9]|
1072175514|MMI|6.89|Parenting caregiver status|C0518120|[fndg]|["parenting"-tx-1-"parenting"-noun-0]|TX|[158/9],[295/9]|
1072175514|MMI|5.18|Classes - encounter|C4019422|[hlca]|["Classes"-tx-1-"classes"-noun-0]|TX|402/7|
1072175514|MMI|5.18|health information|C0850397|[hlca]|["health information"-tx-2-"health information"-noun-0]|TX|776/18|
1072175514|MMI|3.62|answer questions|C0508431|[topp]|["answer questions"-tx-1-"answers questions"-noun-0]|TX|51/7,67/9|
1072175514|MMI|3.61|Breastfeeding support|C1171181|[hlca]|["Breastfeeding support"-tx-1-"Breastfeeding support"-noun-0]|TX|305/21|
1072175514|MMI|3.57|Provider|C1138603|[prog]|["providers"-tx-1-"providers"-noun-0]|TX|606/9|
1072175514|MMI|3.57|Specialty Group|C1552516|[hcro]|["Group"-tx-1-"groups"-verb-0]|TX|414/6|
1072175514|MMI|3.56|Medical service|C0199168|[hlca]|["Medical"-tx-2-"medical"-adj-0]|TX|821/7|
1072175514|MMI|3.56|professional occupation status|C0679924|[prog]|["professionals"-tx-2-"professionals"-noun-0]|TX|829/13|
1072175514|MMI|3.47|Older child|C1455726|[aggp]|["Older Child"-tx-1-"older children"-noun-0]|TX|448/14|
1072175514|MMI|3.47|Motherhood|C0337490|[orga]|["Motherhood"-tx-1-"motherhood"-noun-0]|TX|555/10|
